session_id,task_id,task_order,agent,strategy,suite_id,event_type,failure_id,checkpoint,raw_classification,final_attribution,attribution_confidence,review_required,suite_status,suite_outcome,suite_reason,suite_total,suite_failed,suite_failure_rate,cascade_candidate,failure_message,adapter_unresolved_kind,adapter_version,test_run_id,test_result_source
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship API (e2e) checkpoint 2: atomic Contact-Company replacement rejects an unknown Company atomically,2,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship API (e2e) checkpoint 2: atomic Contact-Company replacement rejects an update with no primary and leaves all links unchanged,2,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship API (e2e) checkpoint 2: atomic Contact-Company replacement rejects an update with two primary Companies and leaves all links unchanged,2,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship API (e2e) checkpoint 2: atomic Contact-Company replacement returns 404 when the Contact being attached does not exist,2,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship API (e2e) checkpoint 3: Contact list and Company filtering finds a Contact by either its primary or secondary Company link,3,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship API (e2e) checkpoint 4: Deal creation and representation creates and reads a Deal with zero linked Contacts,4,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship API (e2e) checkpoint 4: Deal creation and representation rejects Deal creation when any linked Contact is unknown,4,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship API (e2e) checkpoint 4: Deal creation and representation rejects a primaryContactId outside the linked-Contact set,4,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,"T2 relationship API (e2e) checkpoint 4: Deal creation and representation round-trips multiple Contact links, optional roles, and a linked primary",4,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship API (e2e) checkpoint 5: atomic Deal-Contact replacement rejects any unknown Contact and leaves the whole Deal unchanged,5,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship API (e2e) checkpoint 5: atomic Deal-Contact replacement replaces a non-empty set with zero Contacts without changing the Company,5,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,"T2 relationship API (e2e) checkpoint 5: atomic Deal-Contact replacement replaces all Contact links, roles, and the primary in one update",5,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:79:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship migration (e2e) backfills legacy Contact and Deal relationships without loss or duplication,,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.migration.e2e-spec.ts:24:18)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 relationship migration (e2e) rolls back to the former single-reference schema shape,,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.migration.e2e-spec.ts:24:18)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
session_20260817_160757,T2,2,claude,structured,backend,assertion_failure,T2 seed scenarios (e2e) demo seed includes a Deal with three distinct non-empty Contact roles,,behaviour_or_unclassified,requirement_noncompliance_candidate,medium,True,fail,behaviour_or_test_fail,,26,26,1.0,True,"QueryFailedError: column ""companyId"" referenced in foreign key constraint does not exist
    at PostgresQueryRunner.query (/workspace/backend/src/driver/postgres/PostgresQueryRunner.ts:325:19)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at AddContactsCompanyFk20260722000100.up (/workspace/backend/src/core/database/migrations/20260722000100-AddContactsCompanyFk.ts:7:5)
    at MigrationExecutor.executePendingMigrations (/workspace/backend/src/migration/MigrationExecutor.ts:346:17)
    at DataSource.runMigrations (/workspace/backend/src/data-source/DataSource.ts:404:13)
    at resetDatabaseSchema (/workspace/backend/test/setup/test-database.ts:25:3)
    at Object.<anonymous> (/workspace/backend/test/acceptance/T2/relationships.e2e-spec.ts:980:5)",,v2,session_20260817_160757_T2_test_20260822_152225,acceptance_runs/session_20260817_160757_T2_test_20260822_152225/test_result.json
